Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
FlyingBird.exe,46456,0x1E2504FE000,DXGI,0,0,0,Composed: Copy with GPU GDI,5618.0879,NA,78.01779999999999,79.17900000000000,0.07580000000000,0.26750000000000,17.8067,5540.1628,78.0009,77.9251,0.0758,0.2592,77.9334,0.3253,77.6081,921.0542,5540.1628,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6524.2864,NA,2.06820000000000,4.08590000000000,0.00000000000000,0.01540000000000,3.2981,6522.2182,2.0682,2.0682,0.0000,0.1087,1.9749,0.2091,1.7658,2.6476,6522.2182,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6518.2224,NA,16.59880000000000,17.82920000000000,0.20150000000000,5.26510000000000,5.2769,6501.8539,16.5700,16.3685,0.2015,3.8076,17.8260,4.1193,13.7067,-1.1480,6501.8539,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6528.0421,NA,3.75570000000000,4.16710000000000,0.00000000000000,0.06530000000000,3.7095,6524.2864,3.7557,3.7557,0.0000,0.0154,3.8056,0.2216,3.5840,-2.0989,6524.2864,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6538.4071,NA,10.36500000000000,8.32440000000000,0.00000000000000,0.78570000000000,1.6689,6528.0421,10.3650,10.3650,0.0000,0.0653,11.0854,1.0091,10.0763,-4.5687,6528.0421,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6534.7767,NA,16.55430000000000,15.67940000000000,0.14580000000000,4.39250000000000,4.4020,6518.4239,16.4986,16.3528,0.1458,5.0636,15.6817,4.0279,11.6538,0.8906,6518.4239,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6540.7207,NA,2.31360000000000,4.18110000000000,0.00000000000000,0.04830000000000,3.5364,6538.4071,2.3136,2.3136,0.0000,0.7857,1.5762,0.1847,1.3915,6.1839,6538.4071,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6553.4769,NA,12.75620000000000,12.48330000000000,0.00000000000000,0.22520000000000,3.2635,6540.7207,12.7562,12.7562,0.0000,0.0483,12.9331,0.4435,12.4896,-10.1697,6540.7207,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6551.3339,NA,16.55720000000000,16.54700000000000,0.19590000000000,4.31500000000000,4.3918,6534.9225,16.6073,16.4114,0.1959,4.2467,16.4797,4.2454,12.2343,-0.0484,6534.9225,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6557.2473,NA,3.77040000000000,4.17040000000000,0.00000000000000,0.03190000000000,3.6635,6553.4769,3.7704,3.7704,0.0000,0.2252,3.5771,0.2267,3.3504,8.5858,6553.4769,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6567.8650,NA,16.53110000000000,16.00160000000000,0.19530000000000,3.85280000000000,3.8623,6551.5298,16.5305,16.3352,0.1953,4.1191,16.0689,3.8517,12.2172,0.6057,6551.5298,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6572.4880,NA,15.24070000000000,12.50380000000000,0.00000000000000,0.05580000000000,0.9266,6557.2473,15.2407,15.2407,0.0000,0.0319,15.2646,0.2364,15.0282,-8.7334,6557.2473,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6584.3010,NA,16.43600000000000,16.56610000000000,0.19610000000000,3.98200000000000,3.9924,6568.0603,16.4368,16.2407,0.1961,3.6575,16.5652,3.7755,12.7897,-0.0356,6568.0603,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6589.1443,NA,16.65630000000000,16.69080000000000,0.00000000000000,0.01690000000000,0.9611,6572.4880,16.6563,16.6563,0.0000,0.0558,16.6174,0.2529,16.3645,-1.4501,6572.4880,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6600.8752,NA,16.57420000000000,16.59740000000000,0.11910000000000,4.00220000000000,4.0156,6584.4971,16.4972,16.3781,0.1191,3.7859,16.5944,3.9382,12.6562,-0.1606,6584.4971,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6605.9340,NA,16.78970000000000,16.63220000000000,0.00000000000000,0.12380000000000,0.8036,6589.1443,16.7897,16.7897,0.0000,0.0169,16.8966,0.3659,16.5307,0.0241,6589.1443,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6622.7050,NA,16.77100000000000,16.66710000000000,0.00000000000000,0.01770000000000,0.6997,6605.9340,16.7710,16.7710,0.0000,0.1238,16.6649,0.2018,16.4631,0.1226,6605.9340,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6631.1118,NA,8.40680000000000,8.35800000000000,0.00000000000000,0.01820000000000,0.6509,6622.7050,8.4068,8.4068,0.0000,0.0177,8.4073,0.2084,8.1989,8.4130,6622.7050,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6617.9136,NA,17.03840000000000,16.92090000000000,0.15020000000000,3.88220000000000,3.8981,6600.9943,17.0695,16.9193,0.1502,3.8831,16.9184,3.8465,13.0719,-0.4237,6600.9943,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6632.6479,NA,1.53610000000000,4.16160000000000,0.00000000000000,0.02540000000000,3.2764,6631.1118,1.5361,1.5361,0.0000,0.0182,1.5433,0.1895,1.3538,4.2452,6631.1118,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6639.1140,NA,6.46610000000000,4.17760000000000,0.00000000000000,0.05780000000000,0.9879,6632.6479,6.4661,6.4661,0.0000,0.0254,6.4985,0.2128,6.2857,-2.6415,6632.6479,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6641.1298,NA,2.01580000000000,4.15910000000000,0.00000000000000,0.01740000000000,3.1312,6639.1140,2.0158,2.0158,0.0000,0.0578,1.9754,0.2595,1.7159,2.3070,6639.1140,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6634.3118,NA,16.39820000000000,16.46910000000000,0.19230000000000,3.95880000000000,3.9690,6618.0638,16.4403,16.2480,0.1923,3.7320,16.4748,3.8792,12.5956,0.6004,6618.0638,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6644.8519,NA,3.72210000000000,4.15040000000000,0.00000000000000,0.03630000000000,3.5595,6641.1298,3.7221,3.7221,0.0000,0.0174,3.7410,0.2700,3.4710,-2.1346,6641.1298,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6655.4387,NA,10.58680000000000,8.34660000000000,0.00000000000000,0.06120000000000,1.3193,6644.8519,10.5868,10.5868,0.0000,0.0363,10.6117,0.2171,10.3946,-4.6245,6644.8519,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6650.9091,NA,16.59730000000000,16.64830000000000,0.22480000000000,3.94600000000000,4.0200,6634.5041,16.6298,16.4050,0.2248,3.7665,16.5845,3.6999,12.8846,-0.2080,6634.5041,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6661.6791,NA,6.24040000000000,8.35660000000000,0.00000000000000,0.01200000000000,3.4355,6655.4387,6.2404,6.2404,0.0000,0.0612,6.1912,0.2092,5.9820,2.2302,6655.4387,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6667.4512,NA,16.54210000000000,16.63430000000000,0.21670000000000,4.10310000000000,4.1122,6651.1339,16.5340,16.3173,0.2167,3.7212,16.6992,3.9111,12.7881,-0.0045,6651.1339,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6672.1944,NA,10.51530000000000,8.29570000000000,0.00000000000000,0.07020000000000,1.2159,6661.6791,10.5153,10.5153,0.0000,0.0120,10.5735,0.2346,10.3389,-2.0553,6661.6791,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6688.4332,NA,16.23880000000000,16.69910000000000,0.00000000000000,0.06240000000000,1.6762,6672.1944,16.2388,16.2388,0.0000,0.0702,16.2310,0.2202,16.0108,-6.1838,6672.1944,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6683.9790,NA,16.52780000000000,16.28230000000000,0.19220000000000,3.85690000000000,3.8667,6667.6679,16.5033,16.3111,0.1922,3.8864,16.2816,3.7862,12.4954,0.2517,6667.6679,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6699.5393,NA,11.10610000000000,12.49880000000000,0.00000000000000,0.14520000000000,3.0689,6688.4332,11.1061,11.1061,0.0000,0.0624,11.1889,0.4109,10.7780,3.7400,6688.4332,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6705.1047,NA,5.56540000000000,4.17100000000000,0.00000000000000,0.07170000000000,1.6745,6699.5393,5.5654,5.5654,0.0000,0.1452,5.4919,0.1778,5.3141,6.9351,6699.5393,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6700.4398,NA,16.46080000000000,16.45230000000000,0.19000000000000,3.84750000000000,3.8582,6684.1712,16.4586,16.2686,0.1900,3.6647,16.4514,3.7893,12.6621,0.0510,6684.1712,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6715.8275,NA,10.72280000000000,12.49410000000000,0.00000000000000,0.04600000000000,3.4458,6705.1047,10.7228,10.7228,0.0000,0.0717,10.6971,0.2198,10.4773,-6.9287,6705.1047,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6720.2063,NA,4.37880000000000,4.17110000000000,0.00000000000000,0.92410000000000,3.2381,6715.8275,4.3788,4.3788,0.0000,0.0460,5.2569,1.2116,4.0453,6.5517,6715.8275,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6717.0133,NA,16.57350000000000,16.81130000000000,0.22070000000000,4.08260000000000,4.0960,6700.6298,16.6042,16.3835,0.2207,3.6575,16.8086,4.0007,12.8079,-0.3527,6700.6298,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6724.1698,NA,3.96350000000000,4.16490000000000,0.00000000000000,0.01610000000000,3.4395,6720.2063,3.9635,3.9635,0.0000,0.9241,3.0555,0.2116,2.8439,0.2139,6720.2063,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6739.0326,NA,14.86280000000000,12.46800000000000,0.00000000000000,0.01720000000000,1.0447,6724.1698,14.8628,14.8628,0.0000,0.0161,14.8639,0.2148,14.6491,-8.5045,6724.1698,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6733.9381,NA,16.92480000000000,16.85530000000000,0.20920000000000,4.01790000000000,4.0265,6717.2340,16.9133,16.7041,0.2092,3.8619,16.8601,3.7689,13.0912,-0.2511,6717.2340,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6740.5903,NA,1.55770000000000,4.15980000000000,0.00000000000000,0.04080000000000,3.6468,6739.0326,1.5577,1.5577,0.0000,0.0172,1.5813,0.2018,1.3795,10.7030,6739.0326,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6753.3601,NA,12.76980000000000,12.51240000000000,0.00000000000000,1.11380000000000,3.3894,6740.5903,12.7698,12.7698,0.0000,0.0408,13.8428,1.3514,12.4914,-10.9547,6740.5903,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6757.2863,NA,3.92620000000000,4.17540000000000,0.00000000000000,0.03340000000000,3.6386,6753.3601,3.9262,3.9262,0.0000,1.1138,2.8458,0.1957,2.6501,8.5944,6753.3601,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6750.4937,NA,16.55560000000000,16.49490000000000,0.18640000000000,3.89000000000000,3.9658,6734.1473,16.5328,16.3464,0.1864,3.8087,16.4277,3.8326,12.5951,0.4184,6734.1473,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6766.0785,NA,8.79220000000000,8.33520000000000,0.00000000000000,0.12040000000000,3.1816,6757.2863,8.7922,8.7922,0.0000,0.0334,8.8792,0.3881,8.4911,-4.4090,6757.2863,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6770.2763,NA,4.19780000000000,4.15580000000000,0.00000000000000,0.82500000000000,3.1396,6766.0785,4.1978,4.1978,0.0000,0.1204,4.9024,0.9467,3.9557,4.6364,6766.0785,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6766.9539,NA,16.46020000000000,16.61500000000000,0.17380000000000,4.10970000000000,4.1206,6750.6801,16.4476,16.2738,0.1738,3.7036,16.6799,4.0585,12.6214,-0.0822,6750.6801,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6774.0616,NA,3.78530000000000,4.16690000000000,0.00000000000000,0.04580000000000,3.5212,6770.2763,3.7853,3.7853,0.0000,0.8250,3.0061,0.1801,2.8260,0.0309,6770.2763,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6783.8468,NA,16.89290000000000,16.55900000000000,0.20580000000000,3.77690000000000,3.7867,6767.1277,16.9249,16.7191,0.2058,3.9359,16.5601,3.7059,12.8542,-0.1114,6767.1277,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6788.4825,NA,14.42090000000000,12.48670000000000,0.00000000000000,0.01660000000000,1.5870,6774.0616,14.4209,14.4209,0.0000,0.0458,14.3917,0.2554,14.1363,-8.7014,6774.0616,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6805.2029,NA,16.72040000000000,16.66310000000000,0.00000000000000,0.01590000000000,1.5297,6788.4825,16.7204,16.7204,0.0000,0.0166,16.7197,0.1796,16.5401,-2.2422,6788.4825,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6800.3962,NA,16.54940000000000,16.64340000000000,0.21110000000000,3.87240000000000,3.8807,6784.0526,16.5547,16.3436,0.2111,3.5711,16.6449,3.7731,12.8718,0.2815,6784.0526,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6815.9826,NA,10.77970000000000,12.50690000000000,0.00000000000000,0.01690000000000,3.2569,6805.2029,10.7797,10.7797,0.0000,0.0159,10.7807,0.2381,10.5426,4.2135,6805.2029,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6822.4475,NA,6.46490000000000,4.17630000000000,0.00000000000000,0.01510000000000,0.9683,6815.9826,6.4649,6.4649,0.0000,0.0169,6.4631,0.1561,6.3070,6.6034,6815.9826,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6817.8167,NA,17.42050000000000,17.47230000000000,0.18250000000000,3.92370000000000,3.9325,6800.6073,17.3919,17.2094,0.1825,3.6613,17.4718,3.7145,13.7573,-0.9176,6800.6073,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6832.7054,NA,10.25790000000000,12.48860000000000,0.00000000000000,0.01630000000000,3.1990,6822.4475,10.2579,10.2579,0.0000,0.0151,10.2591,0.2373,10.0218,-6.0237,6822.4475,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6834.3449,NA,16.52820000000000,16.36800000000000,0.13490000000000,3.76320000000000,3.7723,6817.9992,16.4806,16.3457,0.1349,3.7412,16.3677,3.7498,12.6179,1.0239,6817.9992,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6839.2750,NA,6.56960000000000,4.16590000000000,0.00000000000000,0.02540000000000,0.7953,6832.7054,6.5696,6.5696,0.0000,0.0163,6.5787,0.1936,6.3851,6.0920,6832.7054,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6855.4958,NA,16.22080000000000,16.67270000000000,0.00000000000000,0.01600000000000,1.2472,6839.2750,16.2208,16.2208,0.0000,0.0254,16.2114,0.2549,15.9565,-10.1031,6839.2750,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6860.8298,NA,5.33400000000000,8.35240000000000,0.00000000000000,0.13340000000000,4.2656,6855.4958,5.3340,5.3340,0.0000,0.0160,5.4514,0.3329,5.1185,7.8684,6855.4958,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6850.8577,NA,16.51280000000000,16.53230000000000,0.17650000000000,3.78290000000000,3.7918,6834.4798,16.5544,16.3779,0.1765,3.6283,16.5325,3.7286,12.8039,-0.0517,6834.4798,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6865.5719,NA,4.74210000000000,4.15910000000000,0.00000000000000,0.01590000000000,3.6826,6860.8298,4.7421,4.7421,0.0000,0.1334,4.6246,0.1682,4.4564,1.1749,6860.8298,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6872.3259,NA,6.75400000000000,4.14560000000000,0.00000000000000,0.03180000000000,1.0742,6865.5719,6.7540,6.7540,0.0000,0.0159,6.7699,0.2079,6.5620,0.5965,6865.5719,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6867.4131,NA,16.55540000000000,16.56640000000000,0.20180000000000,3.79560000000000,3.8028,6851.0342,16.5807,16.3789,0.2018,3.6064,16.5681,3.7290,12.8391,-0.0120,6851.0342,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6878.4439,NA,6.11800000000000,8.33930000000000,0.00000000000000,0.01260000000000,3.2955,6872.3259,6.1180,6.1180,0.0000,0.0318,6.0988,0.2293,5.8695,-1.5853,6872.3259,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6888.9729,NA,10.52900000000000,8.32840000000000,0.00000000000000,0.02080000000000,1.0949,6878.4439,10.5290,10.5290,0.0000,0.0126,10.5372,0.2010,10.3362,-2.2104,6878.4439,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6884.4615,NA,17.04840000000000,17.03300000000000,0.21270000000000,3.78050000000000,3.7874,6867.6149,17.0593,16.8466,0.2127,3.5938,17.0333,3.7063,13.3270,-0.4523,6867.6149,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6894.7804,NA,5.80750000000000,8.35430000000000,0.00000000000000,0.03260000000000,3.6417,6888.9729,5.8075,5.8075,0.0000,0.0208,5.8193,0.1691,5.6502,2.1747,6888.9729,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6901.4908,NA,17.02930000000000,17.27650000000000,0.19500000000000,3.96800000000000,4.0346,6884.6742,17.0116,16.8166,0.1950,3.5678,17.2168,3.7174,13.4994,-0.2172,6884.6742,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6906.0990,NA,11.31860000000000,8.32690000000000,0.00000000000000,0.08150000000000,0.6500,6894.7804,11.3186,11.3186,0.0000,0.0326,11.3675,0.2354,11.1321,-2.5194,6894.7804,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6918.0348,NA,16.54400000000000,16.26970000000000,0.16370000000000,3.75200000000000,3.7603,6901.6858,16.5127,16.3490,0.1637,3.7730,16.3280,3.7671,12.5609,0.7419,6901.6858,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6922.2371,NA,16.13810000000000,16.65580000000000,0.00000000000000,0.04740000000000,1.1677,6906.0990,16.1381,16.1381,0.0000,0.0815,16.1040,0.2089,15.8951,-5.3372,6906.0990,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6934.5705,NA,16.53570000000000,16.66120000000000,0.19800000000000,3.87350000000000,3.8858,6918.1985,16.5700,16.3720,0.1980,3.5883,16.6572,3.8007,12.8565,-0.1485,6918.1985,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6939.0056,NA,16.76850000000000,16.67950000000000,0.00000000000000,0.07350000000000,1.0787,6922.2371,16.7685,16.7685,0.0000,0.0474,16.7946,0.2199,16.5747,-0.5414,6922.2371,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6956.1193,NA,17.11370000000000,16.65070000000000,0.00000000000000,0.05310000000000,0.6157,6939.0056,17.1137,17.1137,0.0000,0.0735,17.0933,0.1980,16.8953,0.1178,6939.0056,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6951.1152,NA,16.54470000000000,17.22310000000000,0.19150000000000,4.49290000000000,4.5642,6934.7685,16.5382,16.3467,0.1915,3.6755,17.1641,3.6534,13.5107,-0.6531,6934.7685,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6957.2606,NA,1.14130000000000,4.18190000000000,0.00000000000000,0.04700000000000,3.6563,6956.1193,1.1413,1.1413,0.0000,0.0531,1.1352,0.1892,0.9460,12.9318,6956.1193,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6969.6045,NA,12.34390000000000,12.50080000000000,0.00000000000000,0.64550000000000,3.8132,6957.2606,12.3439,12.3439,0.0000,0.0470,12.9424,0.7873,12.1551,-11.3595,6957.2606,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6974.1923,NA,4.58780000000000,4.18090000000000,0.00000000000000,0.18300000000000,3.4063,6969.6045,4.5878,4.5878,0.0000,0.6455,4.1253,0.3313,3.7940,8.1630,6969.6045,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6982.8381,NA,8.64580000000000,8.34800000000000,0.00000000000000,0.13040000000000,3.1085,6974.1923,8.6458,8.6458,0.0000,0.1830,8.5932,0.4907,8.1025,-3.7602,6974.1923,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6967.6699,NA,16.55470000000000,16.45120000000000,0.20210000000000,4.38170000000000,4.4607,6951.3067,16.5653,16.3632,0.2021,4.3014,16.4435,4.1195,12.3240,0.0870,6951.3067,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6986.7380,NA,3.89990000000000,4.15440000000000,0.00000000000000,1.74730000000000,3.3630,6982.8381,3.8999,3.8999,0.0000,0.1304,5.5168,1.9301,3.5867,4.4914,6982.8381,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6990.9911,NA,4.25310000000000,4.15810000000000,0.00000000000000,0.15770000000000,3.2680,6986.7380,4.2531,4.2531,0.0000,1.7473,2.6635,0.3399,2.3236,-0.2582,6986.7380,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6995.0685,NA,4.07740000000000,4.16010000000000,0.00000000000000,0.14280000000000,3.3507,6990.9911,4.0774,4.0774,0.0000,0.1577,4.0625,0.3667,3.6958,0.0930,6990.9911,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,6999.4497,NA,4.38120000000000,4.18210000000000,0.00000000000000,0.16310000000000,3.1516,6995.0685,4.3812,4.3812,0.0000,0.1428,4.4015,0.3887,4.0128,-0.1047,6995.0685,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,6985.4496,NA,17.77970000000000,18.17070000000000,0.18890000000000,4.79810000000000,4.8517,6967.8720,17.7665,17.5776,0.1889,4.1796,18.1961,4.7533,13.4428,-1.6054,6967.8720,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,7003.6521,NA,4.20240000000000,4.18120000000000,0.00000000000000,1.20030000000000,3.1304,6999.4497,4.2024,4.2024,0.0000,0.1631,5.2396,1.4043,3.8353,0.2000,6999.4497,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,7007.6662,NA,4.01410000000000,4.14020000000000,0.00000000000000,1.07430000000000,3.2565,7003.6521,4.0141,4.0141,0.0000,1.2003,3.8881,1.2599,2.6282,0.0622,7003.6521,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,7011.8052,NA,4.13900000000000,4.16190000000000,0.00000000000000,0.09320000000000,3.2794,7007.6662,4.1390,4.1390,0.0000,1.0743,3.1579,0.3111,2.8468,-0.1478,7007.6662,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,7015.8181,NA,4.01290000000000,4.19160000000000,0.00000000000000,0.13810000000000,3.4581,7011.8052,4.0129,4.0129,0.0000,0.0932,4.0578,0.3267,3.7311,-0.0526,7011.8052,NA,NA,NA
wallpaper64.exe,9472,0x215EB550BE0,DXGI,0,512,1,Hardware Composed: Independent Flip,7002.3552,NA,16.90560000000000,16.48120000000000,0.26960000000000,4.30100000000000,4.4273,6985.6385,16.9863,16.7167,0.2696,4.6092,16.4085,4.1920,12.2165,1.2853,6985.6385,NA,NA,NA
dwm.exe,2752,0x0,Other,-1,0,0,Hardware: Legacy Flip,7020.0873,NA,4.26920000000000,4.30040000000000,0.00000000000000,1.38300000000000,3.4893,7015.8181,4.2692,4.2692,0.0000,0.1381,5.5141,1.5852,3.9289,-0.2875,7015.8181,NA,NA,NA
